URL: /documentation
Timestamp: Fri Mar 15 2024 18:24:46 GMT-0700 (Pacific Daylight Time)
::ffff:127.0.0.1 - - [23/Apr/2024:02:30:27 +0000] "GET /users/2 HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [23/Apr/2024:02:31:53 +0000] "GET / HTTP/1.1" 200 22 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [23/Apr/2024:02:33:29 +0000] "GET / HTTP/1.1" 200 22 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [23/Apr/2024:02:33:34 +0000] "GET /movies HTTP/1.1" 200 773 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [23/Apr/2024:02:33:50 +0000] "GET /documentation HTTP/1.1" 301 193 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [23/Apr/2024:02:33:50 +0000] "GET /documentation/ HTTP/1.1" 200 3777 "http://127.0.0.1:8080/documentation" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [23/Apr/2024:02:35:17 +0000] "GET /movies HTTP/1.1" 200 773 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [23/Apr/2024:02:36:12 +0000] "GET /movies/The%20Matrix HTTP/1.1" 404 158 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [23/Apr/2024:02:36:37 +0000] "GET /movies/The%Matrix HTTP/1.1" 404 158 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [23/Apr/2024:02:36:50 +0000] "GET /movies/The%20Matrix HTTP/1.1" 404 158 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [23/Apr/2024:02:37:57 +0000] "GET /movies/title HTTP/1.1" 404 151 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:03:36 +0000] "GET /movies/Inception HTTP/1.1" 404 155 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:03:48 +0000] "GET /movies/%22Inception%22 HTTP/1.1" 404 161 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:07:45 +0000] "GET /movies/%22Terminator%22 HTTP/1.1" 404 162 "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:07:53 +0000] "GET /movies/Terminator HTTP/1.1" 404 156 "-" "PostmanRuntime/7.37.0"
